id,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,state,country_code,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month,is_success
7801262,0.8,0,1,Harlem,Manhattan,NY,US,Entire home/apt,6,1.0,1.0,2.0,Real Bed,25,1.31,2.0,0.8,1,0.25,3,30,336,32,88.0,9.0,9.0,10.0,10.0,8.0,9.0,0,0,0.02,0,0,0.82,1
7839096,1.0,0,1,Midtown,Manhattan,NY,US,Entire home/apt,5,1.0,1.0,2.0,Real Bed,12,2.5,10.0,1.5,1,0.0,30,365,365,2,70.0,6.0,4.0,10.0,4.0,10.0,4.0,0,0,0.02,1,0,0.05,0
7805051,1.0,0,1,Long Island City,Queens,NY,US,Entire home/apt,10,1.0,3.0,5.0,Real Bed,17,2.78,5.0,1.25,6,0.25,2,1125,340,41,89.0,9.0,9.0,10.0,9.0,9.0,9.0,1,0,0.01,0,0,1.07,1
7806322,1.0,1,1,East New York,Brooklyn,NY,US,Entire home/apt,6,1.0,3.0,3.0,Real Bed,28,1.55,0.0,1.0,5,0.0,5,1125,271,72,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.01,0,0,1.89,1
7840953,0.7,0,1,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,22,1.15,5.0,0.5,1,0.98,30,1125,364,4,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0,0,0.01,0,0,0.1,1
7841904,0.5,0,1,West Village,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,31,0.75,0.0,0.3,1,0.5,3,1125,23,4,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.11,1
7808567,0.6,0,0,Williamsburg,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,19,0.8,1.5,0.75,2,0.0,1,30,361,17,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.43,1
7842597,1.0,0,0,Upper West Side,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,17,0.9,1.0,0.35,1,0.35,30,1125,151,13,87.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0.01,0,0,0.34,1
7809535,0.89,0,1,Clinton Hill,Brooklyn,NY,US,Entire home/apt,2,1.0,2.0,2.0,Real Bed,18,1.65,1.0,0.7,1,0.0,30,120,235,26,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0,0.0,0,0,0.69,1
7843320,0.6,0,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,1,1.0,1.0,1.0,Real Bed,16,1.5,5.0,0.5,1,0.0,2,12,34,13,98.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,2.29,1
7814575,0.2,0,0,Park Slope,Brooklyn,NY,US,Entire home/apt,4,1.0,2.0,3.0,Real Bed,16,2.2,8.0,1.0,1,0.0,5,365,343,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.44,1
7816449,1.0,0,1,SoHo,Manhattan,NY,US,Entire home/apt,4,1.5,2.0,2.0,Real Bed,22,5.0,10.0,1.5,3,0.0,7,100,365,44,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,1.14,1
7843604,1.0,1,1,Harlem,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,31,1.0,2.0,1.0,4,0.5,2,21,211,151,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,3.96,1
7820423,1.0,0,1,Greenwich Village,Manhattan,NY,US,Entire home/apt,4,1.0,2.0,3.0,Real Bed,33,3.99,0.0,1.0,2,0.0,3,30,15,55,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.01,0,0,1.42,1
7869876,1.0,1,1,Port Morris,Bronx,NY,US,Entire home/apt,4,1.0,2.0,2.0,Real Bed,25,0.9,0.0,0.7,2,0.2,2,1124,322,124,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.01,0,0,3.21,1
7851219,0.97,0,1,Williamsburg,Brooklyn,NY,US,Private room,2,3.0,1.0,1.0,Real Bed,20,0.6,0.95,0.25,2,0.0,2,21,136,106,93.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,2.7,1
7870258,0.97,0,1,Williamsburg,Brooklyn,NY,US,Private room,2,3.0,1.0,1.0,Real Bed,20,0.6,0.95,0.25,2,0.0,2,21,116,85,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,2.18,1
7870403,0.93,1,1,Long Island City,Queens,NY,US,Entire home/apt,4,1.0,1.0,3.0,Real Bed,30,1.38,0.0,0.38,1,0.0,1,1125,37,174,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,4.49,1
7853561,1.0,0,1,Gramercy,Manhattan,NY,US,Entire home/apt,5,1.0,2.0,3.0,Real Bed,28,2.75,10.0,1.5,1,0.0,30,365,315,4,67.0,7.0,7.0,9.0,9.0,8.0,7.0,0,0,0.0,1,0,0.11,1
7871818,0.8,0,1,Bushwick,Brooklyn,NY,US,Private room,4,1.0,0.0,2.0,Real Bed,14,1.09,0.0,0.75,4,0.2,2,1125,321,90,90.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,2.34,1
7871858,1.0,0,1,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,5,1.0,2.0,2.0,Real Bed,25,1.35,2.0,1.75,4,0.3,4,1125,181,97,91.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,2.48,1
7854052,1.0,0,0,Harlem,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,16,0.95,0.0,0.25,1,0.3,2,14,342,8,88.0,9.0,9.0,9.0,10.0,9.0,9.0,1,0,0.01,0,0,0.35,1
7854307,0.97,0,1,Williamsburg,Brooklyn,NY,US,Private room,2,3.0,1.0,1.0,Real Bed,23,0.6,0.95,0.25,2,0.0,2,21,144,84,92.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,2.17,1
7873655,0.97,0,1,Williamsburg,Brooklyn,NY,US,Private room,2,3.0,1.0,1.0,Real Bed,23,0.6,0.95,0.25,2,0.0,2,21,128,89,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,2.28,1
7875162,0.94,0,1,Financial District,Manhattan,NY,US,Entire home/apt,6,2.0,2.0,6.0,Real Bed,47,3.5,10.0,2.5,6,0.5,2,20,300,65,93.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,2.11,1
7876210,1.0,0,1,Chinatown,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,2.0,Real Bed,23,1.15,0.0,0.95,2,0.45,1,30,146,11,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,11.0,1
7857185,1.0,0,0,Midtown,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,1.0,Real Bed,26,1.35,1.2,0.5,2,0.3,1,1125,179,169,86.0,9.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,4.3,1
7877599,1.0,1,1,South Slope,Brooklyn,NY,US,Entire home/apt,5,1.5,3.0,5.0,Real Bed,29,2.75,5.0,0.75,5,0.5,6,1124,71,25,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,0.76,1
7858468,1.0,1,1,Hell's Kitchen,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,24,0.99,1.0,0.35,1,1.0,1,7,269,266,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,6.9,1
7883602,1.0,0,1,Hell's Kitchen,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,15,1.24,1.0,0.3,1,0.1,5,29,151,40,92.0,9.0,9.0,9.0,9.0,10.0,9.0,0,0,0.02,0,0,2.68,1
7858532,1.0,1,1,Crown Heights,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Airbed,18,0.55,0.0,0.15,1,0.2,2,1125,312,31,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.01,0,0,0.8,1
7883623,1.0,0,1,Hell's Kitchen,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,19,1.24,1.0,0.3,1,0.15,5,29,158,122,92.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,3.17,1
7858673,0.97,0,1,Williamsburg,Brooklyn,NY,US,Private room,2,3.0,1.0,1.0,Real Bed,19,0.6,0.95,0.25,2,0.0,2,21,148,79,92.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,2.02,1
7859723,0.86,1,1,Chelsea,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,11,1.2,1.2,0.75,1,0.0,3,1125,2,32,99.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.83,1
7860155,0.84,1,1,Upper East Side,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,26,0.99,3.0,0.4,1,0.2,1,90,337,123,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,3.21,1
7886635,0.97,0,1,Williamsburg,Brooklyn,NY,US,Private room,2,3.0,1.0,1.0,Real Bed,19,0.6,0.95,0.25,1,0.0,2,21,127,79,91.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,2.11,1
7886732,1.0,0,1,Lower East Side,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,15,2.95,3.0,0.95,2,0.25,2,35,60,23,98.0,9.0,10.0,10.0,10.0,10.0,9.0,0,0,0.01,1,1,0.59,1
7887966,0.92,1,1,Astoria,Queens,NY,US,Entire home/apt,4,1.0,2.0,2.0,Real Bed,39,1.0,0.0,1.5,2,0.0,30,1125,289,60,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,1.68,1
7919372,1.0,1,1,Crown Heights,Brooklyn,NY,US,Private room,3,2.0,1.0,2.0,Real Bed,23,0.6,0.0,0.45,1,0.3,1,1125,354,20,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,0.77,1
7894007,1.0,1,1,Arverne,Queens,NY,US,Entire home/apt,6,1.0,2.0,6.0,Real Bed,44,2.0,4.0,0.5,4,0.25,1,21,61,68,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,1.74,1
7895928,1.0,0,1,West Village,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,10,3.5,3.5,1.0,1,0.0,2,1125,322,17,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.45,1
7895997,1.0,0,0,Harlem,Manhattan,NY,US,Entire home/apt,3,1.0,0.0,1.0,Real Bed,23,1.75,2.5,1.25,1,0.0,2,27,82,4,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.01,0,0,2.86,1
7899965,1.0,1,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,5,1.0,3.0,3.0,Real Bed,39,2.1,6.0,1.0,5,0.4,30,90,89,11,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,0.0,0,0,0.29,1
7920170,1.0,1,1,Washington Heights,Manhattan,NY,US,Private room,3,1.0,1.0,1.0,Real Bed,30,0.5,0.0,0.15,1,0.1,1,1124,242,64,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,3.29,1
7900575,1.0,0,1,West Village,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,16,2.0,3.0,0.8,1,0.0,3,12,307,6,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,0.16,1
7900722,1.0,0,0,Williamsburg,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,22,1.75,5.0,0.85,1,0.0,11,30,10,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.29,1
7901635,0.97,0,1,Williamsburg,Brooklyn,NY,US,Private room,2,3.0,1.0,1.0,Real Bed,18,0.6,0.95,0.25,2,0.0,2,21,137,81,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,2.08,1
7902089,0.0,0,1,Upper East Side,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,14,1.5,4.0,0.75,1,0.0,2,7,1,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.13,1
7927466,1.0,0,0,Ditmars Steinway,Queens,NY,US,Entire home/apt,6,1.0,2.0,2.0,Real Bed,11,1.3,3.0,0.75,2,0.25,4,1125,304,50,90.0,9.0,8.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,1.28,1
7927838,1.0,1,1,Bedford-Stuyvesant,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,43,0.95,1.0,0.25,2,0.2,2,30,341,125,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.02,0,0,3.25,1
7905098,1.0,1,0,St. George,Staten Island,NY,US,Private room,5,1.0,1.0,4.0,Airbed,43,0.56,0.0,0.15,2,0.24,1,50,118,220,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,6.68,1
7908355,1.0,0,1,Clinton Hill,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,39,1.08,1.0,0.5,2,0.5,4,30,36,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,1.0,1
7911437,1.0,1,1,Maspeth,Queens,NY,US,Entire home/apt,2,1.0,0.0,1.0,Futon,28,0.6,1.0,0.25,2,0.0,3,21,196,34,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.0,0,0,0.99,1
7912513,1.0,0,0,East Village,Manhattan,NY,US,Entire home/apt,8,2.0,3.0,3.0,Real Bed,27,12.0,10.0,1.5,4,0.5,3,1125,167,9,85.0,9.0,8.0,10.0,9.0,9.0,9.0,0,0,0.02,0,0,0.33,1
7914369,1.0,1,1,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,30,1.2,0.0,0.6,2,0.25,2,15,110,76,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,2.03,1
7933257,1.0,1,0,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,31,1.2,5.0,1.0,2,0.35,2,7,42,9,96.0,9.0,10.0,10.0,10.0,9.0,10.0,0,0,0.01,0,0,2.52,1
7936161,0.92,0,1,East Village,Manhattan,NY,US,Private room,2,1.5,1.0,1.0,Real Bed,22,0.74,0.0,0.4,1,0.15,1,1125,12,32,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.83,1
7937398,1.0,1,1,Bedford-Stuyvesant,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,29,0.72,1.0,0.25,1,0.0,2,30,333,129,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.02,0,0,3.35,1
7937553,1.0,1,1,Bensonhurst,Brooklyn,NY,US,Private room,4,1.0,1.0,1.0,Real Bed,40,0.59,2.0,0.25,1,0.25,1,1125,179,20,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.6,1
7917251,1.0,0,1,Lower East Side,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,22,0.95,2.5,0.6,1,0.3,1,1125,310,65,88.0,9.0,8.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,1.72,1
7979237,1.0,1,0,Prospect Heights,Brooklyn,NY,US,Private room,3,1.0,1.0,2.0,Real Bed,24,0.6,2.5,0.3,1,0.2,1,125,297,155,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,4.0,1
7949480,1.0,1,1,City Island,Bronx,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,22,1.07,1.0,0.0,1,0.24,1,7,178,54,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,1,1,1.59,1
7952963,1.0,1,1,Gramercy,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,11,1.6,5.0,0.7,1,0.2,5,1125,308,46,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,1.22,1
7982483,0.75,0,1,Greenpoint,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,27,1.94,5.0,0.72,1,0.0,2,14,307,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.26,1
7955889,0.5,0,1,Harlem,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,20,0.73,1.5,0.39,1,0.25,1,1125,339,4,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,0.15,1
7955984,0.5,0,1,Harlem,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,18,0.73,1.25,0.34,1,0.25,1,1125,338,24,92.0,9.0,10.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,0.64,1
7983640,1.0,1,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,19,2.5,4.0,0.8,1,0.5,1,30,359,41,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,1.06,1
7987212,1.0,0,0,Williamsburg,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,17,0.68,0.0,0.9,1,0.39,5,90,319,7,100.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,0.19,1
7988156,1.0,1,0,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,7,1.0,2.0,3.0,Real Bed,35,1.4,2.5,0.85,4,0.25,2,1125,203,151,94.0,10.0,10.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,3.91,1
7988411,1.0,0,0,Greenwich Village,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,15,0.75,1.0,0.5,1,0.0,1,1124,15,28,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,2.45,1
7967524,1.0,0,1,West Farms,Bronx,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,23,0.55,5.0,0.75,3,0.05,30,1124,101,21,90.0,9.0,9.0,9.0,9.0,7.0,9.0,0,0,0.02,0,0,0.54,1
7967922,1.0,0,1,Ridgewood,Queens,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,10,0.52,0.0,0.3,1,0.35,6,60,35,6,93.0,10.0,8.0,10.0,10.0,9.0,10.0,1,0,0.0,0,0,0.16,1
7968983,1.0,1,1,East New York,Brooklyn,NY,US,Entire home/apt,7,2.5,4.0,4.0,Real Bed,34,2.75,4.0,1.65,1,0.35,3,1125,330,68,96.0,10.0,10.0,10.0,10.0,8.0,10.0,0,0,0.02,0,0,1.8,1
7969111,1.0,0,0,Chelsea,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,16,1.35,0.0,0.0,2,0.5,3,31,23,215,92.0,10.0,9.0,9.0,10.0,10.0,9.0,0,0,0.02,0,0,5.6,1
8001648,1.0,0,1,Midtown,Manhattan,NY,US,Entire home/apt,6,1.0,3.0,3.0,Real Bed,12,2.5,10.0,1.85,1,0.0,90,365,187,3,90.0,9.0,10.0,9.0,9.0,10.0,9.0,0,0,0.02,1,0,0.1,1
8001790,1.0,0,1,Bensonhurst,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,22,0.99,1.49,0.59,2,0.49,5,30,79,26,90.0,9.0,9.0,10.0,9.0,9.0,9.0,1,0,0.02,1,1,0.68,1
8005645,1.0,0,1,Sunnyside,Queens,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,21,1.3,1.0,0.8,1,0.0,10,23,23,3,100.0,10.0,10.0,9.0,10.0,10.0,10.0,0,0,0.02,0,0,0.08,1
8007908,1.0,0,1,West Village,Manhattan,NY,US,Entire home/apt,5,2.0,2.0,2.0,Real Bed,23,3.75,5.0,1.5,2,0.0,9,30,19,14,92.0,9.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.42,1
7973484,0.96,0,1,Upper East Side,Manhattan,NY,US,Entire home/apt,4,1.0,2.0,3.0,Real Bed,18,1.15,6.0,1.5,1,0.0,30,1125,280,10,88.0,9.0,8.0,10.0,10.0,10.0,8.0,1,0,0.02,0,0,0.27,1
8013358,1.0,0,0,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,6,2.0,3.0,3.0,Futon,36,2.4,0.0,0.5,6,0.4,1,14,150,6,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0,0.01,0,0,2.05,1
7975020,1.0,1,1,Washington Heights,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,26,0.55,2.0,0.25,2,0.0,3,365,125,95,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.01,0,0,2.74,1
7975360,1.0,0,0,Harlem,Manhattan,NY,US,Entire home/apt,6,1.0,2.0,4.0,Real Bed,23,1.8,4.0,1.0,4,0.25,5,30,173,81,94.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,2.17,1
8040050,1.0,0,0,Upper West Side,Manhattan,NY,US,Private room,3,1.0,1.0,1.0,Pull-out Sofa,16,1.63,2.5,3.5,1,0.35,1,1125,0,30,93.0,9.0,10.0,10.0,9.0,10.0,9.0,1,0,0.02,0,0,0.77,1
8021914,1.0,0,0,Upper West Side,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Pull-out Sofa,15,1.52,3.5,3.5,1,0.5,1,1125,0,39,89.0,10.0,10.0,9.0,9.0,9.0,9.0,1,0,0.02,0,0,1.01,1
8045552,1.0,1,0,Astoria,Queens,NY,US,Entire home/apt,2,1.0,1.0,0.0,Real Bed,36,0.85,1.0,0.6,1,0.0,3,30,233,125,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,3.35,1
8024915,0.7,0,1,Bushwick,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,20,0.25,1.0,0.25,1,0.4,1,1125,205,84,92.0,9.0,8.0,10.0,10.0,9.0,9.0,1,0,0.01,0,0,2.16,1
8025808,1.0,0,1,Chinatown,Manhattan,NY,US,Entire home/apt,6,2.0,2.0,3.0,Real Bed,22,3.0,5.0,2.0,4,0.75,3,1124,90,26,92.0,10.0,9.0,9.0,10.0,9.0,9.0,0,0,0.02,0,0,0.7,1
8049964,1.0,0,1,Highbridge,Bronx,NY,US,Private room,1,1.0,1.0,1.0,Pull-out Sofa,32,0.39,0.0,0.0,1,0.0,1,1125,32,95,93.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,2.46,1
8034665,0.0,0,1,Harlem,Manhattan,NY,US,Private room,2,2.0,1.0,1.0,Real Bed,2,2.5,0.0,0.0,1,0.5,1,1125,365,22,81.0,9.0,9.0,9.0,9.0,8.0,9.0,0,0,0.0,0,0,0.57,1
8106774,1.0,1,0,Harlem,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,3.0,Real Bed,28,1.65,0.0,1.25,1,0.0,7,1125,163,73,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,1.9,1
8055598,0.9,0,1,Washington Heights,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,28,1.47,2.0,0.5,2,0.2,4,1125,320,14,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,1,1,0.53,1
8107212,1.0,0,1,Williamsburg,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,46,0.7,2.5,0.3,1,0.15,1,4,94,40,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,1.06,1
8111321,1.0,0,1,Astoria,Queens,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,21,0.7,0.95,0.25,1,0.1,2,12,7,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.29,1
8058693,1.0,1,1,Clinton Hill,Brooklyn,NY,US,Private room,3,1.0,1.0,2.0,Real Bed,39,0.94,0.0,0.5,2,0.15,4,21,119,89,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,2.32,1
8111575,1.0,0,0,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,6,1.0,2.0,4.0,Real Bed,23,1.75,3.0,1.0,1,0.0,2,1125,343,114,85.0,9.0,8.0,10.0,10.0,9.0,9.0,0,0,0.01,0,0,3.03,1
8117209,1.0,0,0,Long Island City,Queens,NY,US,Shared room,1,1.0,1.0,2.0,Real Bed,8,0.37,1.5,0.15,1,0.0,15,1125,354,7,97.0,9.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,1,0,0.18,1
8117213,0.5,0,1,Chelsea,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,1.0,Real Bed,68,2.25,25.0,2.5,2,0.5,30,120,162,9,97.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,0.31,1
8118112,1.0,1,1,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,17,1.25,5.0,0.75,4,0.2,3,1125,154,79,94.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,2.06,1
8065056,1.0,0,1,Astoria,Queens,NY,US,Private room,4,1.0,1.0,2.0,Real Bed,19,0.59,1.0,0.0,2,0.25,2,1125,85,114,89.0,9.0,9.0,10.0,9.0,9.0,9.0,1,0,0.02,0,0,2.94,1
8126282,1.0,0,1,West Village,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,21,2.1,1.0,0.5,2,0.25,2,1125,61,28,91.0,10.0,8.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.73,1
8065272,0.6,0,1,West Village,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,17,1.69,10.0,0.9,1,0.0,1,1125,290,8,94.0,10.0,10.0,9.0,8.0,10.0,9.0,0,0,0.0,0,0,0.21,1
8066385,0.0,0,1,Clinton Hill,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,17,1.3,3.0,0.5,1,0.05,2,4,76,10,91.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.33,1
8130341,1.0,0,1,Midtown,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,11,1.3,5.0,0.5,1,0.0,7,10,12,4,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.1,1
8068363,1.0,1,1,Williamsburg,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,36,0.89,5.0,0.55,1,0.25,2,40,333,68,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,1,1,1.83,1
8133275,1.0,0,1,East Flatbush,Brooklyn,NY,US,Entire home/apt,4,1.0,2.0,2.0,Real Bed,36,0.97,2.0,0.55,2,0.25,2,1125,343,81,93.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.01,0,0,2.12,1
