host_is_superhost,host_identity_verified,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,neighbourhood,room
0,1,1.0,1.0,1.0,4,19,399,5.0,1.5,1,0.0,3,1125,357,0,0,3,0,0,4,2
1,1,1.0,2.0,4.0,4,23,175,4.0,0.99,2,0.2,1,14,125,0,0,3,1,1,4,2
1,1,1.0,1.0,1.0,3,14,54,2.0,0.2,1,0.3,2,14,351,0,0,4,0,0,3,1
0,0,1.0,1.0,0.0,4,13,150,5.0,0.75,2,1.0,5,1125,305,1,0,5,0,0,4,2
0,1,1.0,1.0,1.0,4,35,51,0.0,0.23,1,0.17,4,30,89,0,0,3,0,0,4,1
0,1,2.0,1.0,1.0,4,22,70,2.5,0.5,1,0.0,3,62,0,0,0,3,0,0,3,1
1,1,1.0,1.0,1.0,4,19,56,0.0,0.1,1,0.07,1,250,306,0,0,5,0,0,3,1
0,1,3.0,1.0,1.0,4,21,95,2.5,0.75,1,0.0,3,93,0,0,0,3,0,0,3,1
0,1,2.0,1.0,1.0,4,20,80,2.5,0.5,1,0.0,3,62,0,0,0,3,0,0,3,1
0,1,1.5,1.0,1.0,4,33,235,3.5,1.25,1,0.0,2,1125,6,0,0,4,0,0,3,2
0,1,2.0,1.0,1.0,4,20,70,2.5,0.5,1,0.0,3,62,0,0,0,3,0,0,3,1
1,1,1.0,1.0,2.0,4,25,89,2.5,0.5,2,0.25,5,1124,230,0,0,3,0,0,3,2
0,1,3.0,4.0,4.0,4,36,300,2.5,2.0,1,0.0,3,31,283,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,11,145,3.0,1.2,1,0.2,3,1125,168,0,0,3,0,0,4,2
0,1,1.5,1.0,1.0,4,33,88,0.0,0.35,2,0.0,2,14,89,1,0,5,0,0,3,1
0,1,3.0,5.0,5.0,4,35,375,2.5,2.5,1,0.0,3,31,283,0,0,3,0,0,3,2
0,1,1.0,1.0,0.0,4,24,75,1.0,0.75,1,0.0,5,29,246,0,0,3,0,0,4,1
0,0,1.0,1.0,1.0,4,28,85,0.0,0.55,1,0.38,1,1125,365,1,0,3,0,0,4,1
0,1,1.0,2.0,2.0,4,16,280,1.0,0.8,4,0.0,1,1125,229,0,0,3,0,0,4,2
1,1,1.0,1.0,1.0,4,15,95,3.0,0.25,1,0.45,3,1125,361,0,0,3,0,0,4,1
1,1,1.0,1.0,1.0,4,18,110,3.5,0.85,2,0.2,3,90,161,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,19,280,5.0,0.65,2,0.25,2,1125,4,0,0,4,0,0,4,2
0,1,1.0,2.0,3.0,4,16,195,3.0,0.85,2,0.2,4,28,312,0,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,27,65,1.0,1.25,1,0.2,1,365,302,0,0,3,0,0,2,2
0,0,2.5,3.0,5.0,4,33,275,5.0,2.5,1,0.0,3,30,34,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,17,450,5.0,1.5,1,0.0,2,1125,365,0,0,5,0,0,4,2
0,1,2.0,4.0,6.0,4,14,350,10.0,1.0,1,0.0,3,31,31,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,25,89,0.0,0.25,2,0.5,1,1125,84,0,0,5,0,0,2,1
0,1,1.0,1.0,3.0,4,16,125,1.0,1.0,3,0.15,2,1125,145,1,0,4,0,0,4,2
1,0,1.0,1.0,2.0,4,32,68,1.0,0.25,1,0.18,1,1125,345,1,0,4,0,0,2,1
0,1,1.0,2.0,4.0,4,29,284,10.0,1.2,1,0.0,2,1125,4,0,0,4,0,0,4,2
1,1,2.5,4.0,5.0,4,27,600,25.0,2.5,5,0.25,14,180,181,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,24,200,2.0,1.0,1,0.0,1,1125,77,0,0,3,0,0,4,2
0,1,1.0,0.0,1.0,4,30,225,2.5,0.5,1,0.0,3,10,14,0,0,4,0,0,4,2
1,1,1.0,1.0,1.0,3,40,44,0.0,0.5,1,0.0,28,1125,203,0,0,3,0,0,2,1
0,1,1.0,1.0,1.0,4,36,70,0.0,0.1,1,0.1,2,150,72,1,0,5,0,0,3,1
0,1,1.0,1.0,1.0,4,15,55,1.0,0.4,1,0.25,30,1125,323,0,0,3,0,0,3,1
0,0,1.0,2.0,2.0,4,20,150,1.0,0.7,3,0.2,3,1125,22,1,0,3,0,0,2,2
1,1,1.0,2.0,3.0,4,11,265,5.0,1.0,3,0.25,2,1125,48,0,0,3,0,0,4,2
1,0,1.0,1.0,1.0,4,36,52,0.0,0.2,1,0.15,2,1125,60,0,0,4,0,0,3,1
1,1,1.0,3.0,3.0,4,45,155,5.0,0.5,6,0.5,3,31,269,0,0,4,0,0,0,2
1,1,1.0,1.0,2.0,4,38,200,8.0,1.0,2,0.2,3,15,4,1,0,3,0,0,4,2
0,1,1.5,1.0,1.0,4,20,45,0.0,0.1,1,0.0,1,29,85,0,0,3,0,0,3,1
0,1,1.0,0.0,1.0,4,14,95,3.5,1.5,1,0.25,6,1125,112,0,0,3,0,0,4,2
0,1,2.0,2.0,2.0,4,21,499,50.0,1.0,1,0.0,3,1125,31,0,0,3,0,0,4,2
1,1,1.0,1.0,1.0,3,21,90,1.0,0.5,1,0.0,1,1125,219,0,0,3,0,0,3,1
1,0,1.0,2.0,3.0,4,33,150,3.0,0.75,2,0.2,2,1125,309,0,0,3,0,0,3,2
0,1,1.0,1.0,3.0,4,20,305,5.0,0.7,4,0.5,2,15,294,0,0,3,0,0,4,1
0,1,1.0,1.0,1.0,4,22,178,10.0,1.0,2,0.0,3,1125,54,0,0,3,0,0,4,2
1,1,2.0,3.0,5.0,4,18,391,5.0,1.5,6,0.75,5,1125,0,1,0,3,0,0,4,1
0,1,1.0,1.0,1.0,4,34,33,1.0,0.2,1,0.0,7,365,13,0,0,3,0,0,1,1
0,0,1.0,2.0,4.0,4,21,130,2.0,0.6,6,0.25,2,28,70,1,0,3,0,0,2,2
0,0,1.0,1.0,3.0,4,19,245,1.0,0.5,3,0.2,2,1125,307,0,0,3,0,0,2,2
0,1,1.0,1.0,1.0,4,21,113,10.0,1.5,1,0.0,30,180,129,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,23,56,1.0,0.3,1,0.25,9,1125,365,0,0,4,0,0,4,1
1,1,1.0,1.0,1.0,4,15,61,0.0,0.1,1,0.07,3,9,64,1,0,3,0,0,3,1
0,1,1.0,1.0,3.0,4,31,65,5.0,0.5,1,0.15,3,1125,153,0,0,3,0,0,2,1
1,0,1.0,1.0,2.0,4,19,39,1.1,0.3,1,0.15,5,1125,364,0,0,3,0,0,3,1
1,1,1.0,1.0,1.0,4,15,56,0.0,0.1,1,0.07,15,180,63,0,0,3,0,0,3,1
0,1,1.0,1.0,1.0,4,12,48,1.0,0.1,1,0.0,2,1125,133,0,0,4,0,0,2,1
0,1,1.0,1.0,2.0,4,26,65,0.0,0.0,2,0.1,1,14,349,0,0,5,0,0,2,2
1,1,1.0,1.0,2.0,4,22,225,0.0,0.55,1,0.0,2,1125,95,0,0,4,0,0,3,2
0,1,1.0,1.0,0.0,4,8,44,0.0,0.0,1,0.15,1,1125,359,0,0,5,0,0,2,1
1,1,1.0,1.0,1.0,4,23,99,2.0,0.75,2,0.2,2,1125,0,0,0,3,0,0,2,2
1,1,1.0,3.0,3.0,4,32,365,4.0,1.2,4,0.5,3,30,256,0,0,3,0,0,4,2
1,1,1.0,0.0,1.0,4,16,56,0.0,0.1,1,0.07,5,1111,226,0,0,3,0,0,3,1
0,1,1.0,0.0,2.0,4,21,180,2.5,0.89,2,0.3,3,1125,301,0,0,3,0,0,4,2
1,1,2.0,3.0,7.0,4,21,177,3.0,1.0,6,0.2,3,28,293,0,0,3,0,0,3,2
1,1,1.0,1.0,1.0,4,17,50,0.0,0.1,1,0.08,9,222,244,0,0,3,0,0,3,1
1,1,1.0,1.0,2.0,4,38,120,2.5,0.65,4,0.25,1,1125,6,0,0,3,0,0,3,2
0,1,1.0,1.0,2.0,4,19,75,1.0,0.25,2,0.15,2,10,43,0,0,5,0,0,3,1
0,0,1.0,1.0,2.0,4,56,100,0.0,0.5,2,0.25,2,1125,337,1,0,4,0,0,3,2
0,1,1.0,0.0,2.0,4,17,70,0.0,0.35,1,0.15,2,28,251,1,0,4,0,0,3,2
0,1,2.5,3.0,6.0,4,56,675,6.0,2.25,4,0.5,3,1125,304,0,0,3,0,0,4,2
1,1,1.0,2.0,2.0,4,31,85,0.0,0.45,1,0.25,1,60,40,1,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,19,75,0.0,0.5,1,0.3,1,1125,354,1,0,3,0,0,4,1
0,0,1.0,1.0,1.0,4,8,83,2.5,0.25,1,0.2,7,40,358,0,0,3,0,0,4,1
0,1,1.0,1.0,1.0,4,15,52,1.0,0.6,1,0.0,20,35,0,0,0,4,0,0,3,1
1,1,1.0,0.0,1.0,4,30,150,2.5,1.3,2,0.0,2,1125,321,0,0,3,0,0,4,2
1,1,2.0,2.0,2.0,4,28,249,0.0,1.5,3,0.25,3,1125,41,1,0,4,0,0,4,2
0,1,1.0,2.0,2.0,4,29,245,2.0,0.5,1,0.0,3,1124,0,1,0,5,0,0,3,2
1,1,1.0,1.0,1.0,4,7,100,2.0,0.6,1,0.5,1,1125,0,0,0,3,0,0,4,1
1,1,2.0,3.0,3.0,4,29,200,50.0,2.0,1,0.5,29,400,338,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,32,100,0.0,0.3,2,0.27,12,365,153,1,0,5,0,0,3,1
0,1,1.0,1.0,1.0,4,8,175,1.5,0.5,2,0.25,5,1125,25,1,0,4,0,0,3,2
0,1,1.0,1.0,1.0,4,8,89,0.0,0.2,1,0.0,3,1125,327,0,0,3,0,0,4,1
0,1,1.0,1.0,1.0,4,16,85,4.0,0.3,1,0.0,4,15,278,0,0,4,0,0,4,1
0,0,1.0,2.0,2.0,4,22,244,2.0,2.0,4,2.0,2,14,300,0,0,3,0,0,4,2
1,0,1.0,0.0,1.0,4,24,150,0.0,1.25,1,0.0,30,120,307,0,0,3,0,0,4,2
1,1,1.0,3.0,6.0,4,33,150,2.0,1.0,2,0.25,4,120,226,0,0,4,0,0,3,2
0,1,1.0,1.0,1.0,4,8,80,1.5,0.5,1,0.0,3,1125,0,1,0,3,0,0,3,1
1,1,1.0,2.0,3.0,4,33,140,2.0,0.85,4,0.25,2,1125,259,1,0,3,0,0,3,2
1,1,1.0,1.0,2.0,4,30,99,3.0,0.6,1,0.2,2,30,0,0,0,3,0,0,4,2
0,1,1.5,1.0,1.0,2,22,60,2.5,0.5,1,0.0,30,1125,277,0,0,3,0,0,3,2
0,0,1.0,1.0,2.0,4,16,60,5.0,0.75,2,0.15,1,1125,79,0,0,4,0,0,3,2
0,1,1.0,2.0,3.0,4,27,195,7.5,1.0,4,0.75,30,1125,317,1,0,3,0,0,4,2
0,1,1.0,2.0,7.0,4,17,120,2.5,1.0,1,0.1,2,30,333,1,0,3,0,0,3,2
1,1,1.0,1.0,2.0,4,29,139,2.5,1.0,2,0.25,3,1125,322,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,18,24,0.0,0.0,1,0.2,2,31,333,0,0,3,0,0,2,1
1,1,1.0,1.0,1.0,4,24,100,5.0,0.75,1,0.0,3,21,349,1,0,4,0,0,3,1
0,1,3.5,3.0,4.0,4,19,720,2.0,1.5,1,0.0,5,18,302,0,0,4,0,0,4,2
0,1,1.0,1.0,1.0,4,19,79,2.0,0.6,2,0.1,7,40,275,0,0,4,0,0,3,2
1,1,1.0,1.0,3.0,4,47,125,0.95,0.5,4,0.4,1,1125,274,0,0,5,0,0,2,2
1,0,1.0,2.0,3.0,4,24,155,1.0,0.5,2,0.3,2,25,313,1,0,4,0,0,3,2
1,0,1.0,1.0,2.0,4,18,80,1.0,0.3,2,0.3,2,25,316,1,0,4,0,0,3,1
0,1,1.0,1.0,1.0,4,16,43,0.0,0.7,1,0.1,2,1124,332,0,0,4,0,0,4,1
0,1,1.0,1.0,2.0,4,10,225,10.0,1.5,1,0.0,30,365,308,0,0,3,1,0,4,2
0,0,1.0,1.0,1.0,4,31,53,0.0,0.12,1,0.1,1,25,346,0,0,5,0,0,2,1
1,1,1.0,1.0,1.0,4,20,259,2.0,1.0,2,1.0,30,60,179,0,0,3,0,0,4,2
0,1,1.0,1.0,2.0,4,20,122,2.5,0.75,4,0.25,4,366,64,0,0,4,0,0,3,2
0,1,1.0,1.0,1.0,4,23,260,20.0,0.8,1,0.0,3,1125,10,0,0,3,0,0,4,2
1,1,1.0,1.0,1.0,4,21,70,1.0,0.15,2,0.0,1,1125,307,0,0,4,0,0,4,1
0,1,1.0,1.0,1.0,4,33,129,1.0,0.69,2,0.25,1,360,341,0,0,3,0,0,3,2
1,1,1.0,2.0,2.0,4,31,229,5.0,1.5,2,0.25,3,1125,63,0,0,3,0,0,3,2
1,0,1.0,1.0,1.0,4,35,105,2.5,0.75,1,0.0,2,1125,336,0,0,3,0,0,4,1
0,1,1.0,2.0,2.0,4,37,180,0.0,0.4,2,0.2,2,180,20,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,21,154,3.5,1.1,2,0.5,3,30,1,0,0,3,0,0,4,2
0,1,1.0,2.0,2.0,4,34,229,4.0,0.8,2,0.1,2,30,293,0,0,3,0,0,3,2
0,1,2.0,2.0,2.0,4,19,285,5.0,1.5,2,0.0,3,10,18,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,3,23,60,1.0,0.6,1,0.15,3,160,245,0,0,3,0,0,3,1
0,1,1.0,1.0,1.0,4,22,114,18.0,3.8,1,0.0,30,1125,363,0,0,3,0,0,4,2
0,1,1.0,2.0,3.0,4,28,150,7.5,1.0,4,0.75,30,1125,355,1,0,3,0,0,4,2
0,1,1.0,1.0,2.0,4,33,84,3.0,0.5,1,0.25,3,7,286,0,0,4,0,0,3,0
0,1,1.0,2.0,2.0,4,22,220,2.5,1.3,2,0.4,2,1125,320,0,0,4,0,0,3,2
0,1,1.0,0.0,2.0,4,28,114,7.5,0.75,2,0.5,30,1125,329,1,0,3,0,0,4,2
0,1,1.0,2.0,3.0,4,30,325,7.5,1.0,4,0.75,30,1125,352,1,0,3,0,0,4,2
0,1,1.0,2.0,3.0,4,29,155,7.5,1.0,4,0.75,30,1125,351,1,0,3,0,0,4,2
0,1,1.0,2.0,3.0,4,29,165,7.5,1.0,4,0.75,30,1125,320,1,0,3,0,0,4,2
0,1,1.0,2.0,3.0,4,29,165,7.5,1.0,4,0.75,30,1125,307,0,0,3,0,0,4,2
0,1,1.0,2.0,2.0,4,19,150,0.0,0.75,3,0.2,2,1125,347,1,0,4,0,0,3,1
0,1,1.0,2.0,3.0,4,28,155,7.5,1.0,4,0.75,30,1125,336,1,0,3,0,0,4,2
1,1,1.0,2.0,3.0,4,26,191,2.5,1.0,1,0.25,3,31,13,1,0,3,0,0,4,2
0,1,1.0,1.0,2.0,4,28,130,7.5,1.0,2,0.5,30,1125,326,1,0,3,0,0,4,2
0,1,1.0,1.0,2.0,4,29,125,7.5,1.0,2,0.5,30,1125,241,1,0,3,0,0,4,2
0,1,1.0,1.0,2.0,4,13,63,0.95,0.5,1,0.25,1,31,325,0,0,4,0,0,3,2
1,1,1.0,1.0,1.0,4,16,99,2.0,0.0,2,0.0,2,1125,0,0,0,3,0,0,4,1
1,1,1.5,2.0,2.0,4,29,300,3.5,0.0,4,0.0,3,7,7,0,0,3,0,0,4,2
0,1,1.0,0.0,1.0,2,15,125,8.0,1.0,2,0.5,4,15,307,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,19,34,0.0,0.15,1,0.25,30,100,164,0,0,4,0,0,3,1
1,1,1.0,1.0,1.0,4,26,150,2.5,0.0,2,0.5,3,1125,218,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,31,65,0.0,0.14,1,0.06,1,60,137,0,0,3,0,0,4,1
0,0,1.0,1.0,1.0,4,23,135,6.0,1.45,1,0.2,3,1125,356,0,0,5,0,0,4,2
0,1,1.0,0.0,2.0,4,29,120,7.5,0.75,2,0.5,30,1125,316,1,0,3,0,0,4,2
0,1,1.0,1.0,2.0,4,30,114,7.5,1.0,2,0.5,30,1125,299,1,0,3,0,0,4,2
1,0,1.0,1.0,1.0,0,23,40,0.0,0.1,1,0.1,1,30,203,0,0,5,0,0,3,1
1,0,1.0,1.0,1.0,4,34,80,5.0,0.3,2,0.45,2,7,235,1,0,4,0,0,4,1
0,1,1.0,1.0,2.0,4,18,150,1.99,0.55,2,0.29,1,1125,0,0,0,4,0,0,4,1
1,1,1.0,1.0,1.0,4,26,60,1.5,0.25,1,0.1,3,29,316,1,0,4,0,0,3,1
0,1,1.0,1.0,1.0,4,25,195,0.0,1.5,1,0.0,7,14,0,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,28,125,5.0,0.5,1,1.0,2,14,365,1,0,3,0,0,3,1
0,1,1.0,1.0,1.0,4,23,60,1.0,0.1,1,0.2,1,1125,365,0,0,5,0,0,2,1
1,1,1.0,1.0,1.0,4,22,165,0.0,1.0,1,0.0,6,21,308,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,18,45,1.0,0.29,1,0.0,3,31,73,0,0,4,0,0,3,1
0,1,2.5,3.0,5.0,4,29,250,0.99,1.5,10,0.25,2,1125,297,0,0,3,0,0,2,2
0,0,2.0,1.0,1.0,3,28,850,0.0,0.0,16,0.0,1,30,351,0,0,3,0,0,4,2
1,0,1.0,1.0,1.0,4,16,75,1.0,0.3,2,0.3,2,25,320,1,0,4,0,0,3,1
0,1,1.0,1.0,1.0,4,14,179,14.81,1.3,2,0.0,4,200,12,0,0,3,0,0,3,2
0,1,2.0,1.0,1.0,4,13,65,0.0,0.45,1,0.12,1,1125,287,1,0,3,0,0,4,1
0,1,1.0,1.0,2.0,4,24,219,0.0,0.74,4,0.0,3,29,31,0,0,4,0,0,4,2
0,1,2.0,1.0,1.0,4,28,89,0.0,0.4,1,0.35,4,1125,332,0,0,3,0,0,4,1
1,1,1.5,1.0,2.0,4,36,114,1.0,0.75,2,0.5,1,1125,316,0,0,3,0,0,3,1
1,1,1.0,1.0,2.0,4,31,110,1.5,0.85,2,0.25,2,29,327,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,26,225,5.0,1.5,2,1.0,1,100,130,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,1,20,160,0.0,0.0,1,0.45,1,39,177,0,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,30,55,0.0,0.5,1,0.3,1,1125,353,1,0,3,0,0,4,1
1,1,1.5,1.0,2.0,4,24,165,2.0,0.55,2,0.23,5,1125,0,0,0,3,0,0,3,2
0,1,1.0,2.0,4.0,4,40,499,10.0,1.99,5,0.99,4,1125,356,0,0,3,0,0,4,2
0,1,1.0,2.0,2.0,4,24,240,10.0,1.2,4,0.2,7,360,62,0,0,3,0,0,3,2
0,1,1.0,1.0,2.0,4,20,120,18.0,3.8,1,0.0,30,1125,316,0,0,3,0,0,4,2
0,0,1.0,0.0,3.0,4,21,80,2.0,1.2,2,0.0,1,1125,284,1,0,3,0,0,4,2
1,1,1.0,1.0,1.0,4,28,75,5.5,0.45,2,0.5,3,30,152,0,0,3,0,0,4,1
0,1,2.5,3.0,4.0,4,23,267,4.5,2.0,1,0.0,2,1125,9,0,0,4,0,0,3,2
1,0,1.0,1.0,1.0,4,12,46,3.0,0.35,1,0.0,1,1125,0,0,0,3,1,1,4,1
1,1,2.0,1.0,1.0,4,31,38,3.5,0.6,1,0.0,1,1125,359,1,0,3,1,1,3,1
0,1,1.0,1.0,1.0,4,14,80,1.0,0.2,1,0.1,2,10,187,0,0,3,0,0,3,1
1,1,1.0,1.0,1.0,4,27,325,5.0,0.6,2,0.0,30,330,318,1,0,4,0,0,4,2
0,1,1.0,1.0,1.0,4,15,75,1.5,0.15,1,0.0,2,1125,155,1,0,3,0,0,3,1
0,1,1.0,1.0,2.0,4,24,125,0.0,0.5,4,0.0,4,30,0,1,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,12,53,1.2,0.2,1,0.2,2,1125,61,1,0,3,0,0,4,1
1,1,1.0,1.0,1.0,4,16,83,2.0,0.3,1,0.0,2,7,195,0,0,3,0,0,4,1
0,1,1.0,1.0,1.0,4,11,75,3.5,0.5,1,0.2,2,1125,363,0,0,3,0,0,3,1
0,1,1.0,1.0,2.0,4,15,150,1.99,0.55,2,0.29,1,1125,113,0,0,4,0,0,4,1
1,1,1.0,1.0,3.0,4,39,97,1.5,0.4,2,0.25,2,21,300,1,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,20,270,3.0,0.75,1,0.0,4,14,327,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,14,145,5.0,0.5,2,0.5,5,1124,0,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,19,180,3.0,0.5,1,0.35,4,90,7,0,0,3,0,0,4,1
0,1,1.0,1.0,2.0,4,21,220,50.0,0.7,2,0.5,4,90,341,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,3,37,30,1.0,0.15,1,0.0,2,25,323,1,0,3,0,0,3,0
0,1,1.0,2.0,2.0,4,10,90,0.0,0.6,2,0.3,8,1125,217,0,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,29,95,0.0,0.65,1,0.2,1,1125,0,0,0,3,0,0,3,1
1,1,1.0,1.0,2.0,4,32,99,2.0,1.25,1,0.2,3,1125,64,1,0,3,0,0,3,2
0,0,1.0,2.0,3.0,4,23,130,1.5,0.4,5,0.2,2,29,356,0,0,4,0,0,2,2
0,1,1.0,1.0,2.0,4,18,99,4.0,1.99,2,0.75,2,1125,328,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,16,150,0.0,0.25,2,0.5,7,1125,0,0,0,4,0,0,3,2
0,0,1.0,1.0,1.0,4,17,90,1.0,0.15,1,0.15,2,10,61,0,0,4,0,0,3,1
0,1,1.0,2.0,5.0,4,17,250,5.0,0.0,4,0.3,2,1125,132,0,0,3,0,0,4,1
0,1,1.0,1.0,2.0,4,18,125,1.5,0.75,4,1.0,3,30,218,0,0,4,0,0,3,2
1,1,1.0,1.0,1.0,4,27,65,0.0,0.45,2,0.25,3,7,0,1,0,3,0,0,4,1
1,1,1.0,2.0,2.0,4,42,225,0.0,1.0,2,0.2,2,1125,16,0,0,4,0,0,3,2
0,1,1.0,2.0,2.0,4,19,450,4.0,1.5,4,1.0,1,1125,340,0,0,4,0,0,3,2
0,0,1.5,1.0,1.0,4,9,50,5.0,0.2,1,0.0,15,1125,64,0,0,5,0,0,3,1
0,1,1.0,1.0,2.0,4,29,175,5.0,1.0,2,0.75,3,1125,127,0,0,3,0,0,4,2
0,1,2.0,2.0,2.0,4,17,500,10.0,1.85,1,0.0,3,15,0,0,0,4,0,0,4,2
0,1,1.0,1.0,2.0,4,17,124,2.5,1.0,2,0.5,2,4,0,0,0,4,0,0,3,2
0,1,1.0,0.0,1.0,4,17,168,2.0,0.4,2,0.0,2,10,0,0,0,4,0,0,3,2
0,1,1.0,1.0,1.0,4,38,28,1.0,0.25,1,0.1,2,10,1,0,0,3,0,0,3,1
1,1,2.5,4.0,5.0,4,43,355,8.0,0.0,8,0.1,3,21,131,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,27,78,1.5,0.5,2,0.0,1,1125,319,0,0,3,0,0,4,1
0,1,1.0,1.0,1.0,4,20,100,2.0,0.2,2,0.25,1,1125,362,0,0,5,0,0,3,1
1,1,3.0,1.0,1.0,4,43,60,0.0,0.5,1,0.0,1,1124,82,1,0,5,0,0,3,1
0,1,1.5,3.0,4.0,4,31,450,5.0,1.5,6,0.3,4,1125,324,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,10,65,2.0,0.55,1,0.15,1,1125,340,1,0,4,0,0,3,1
1,1,1.0,1.0,1.0,4,42,55,1.5,0.25,1,0.2,2,365,157,0,0,3,1,1,3,1
1,1,1.0,1.0,2.0,4,39,33,1.5,0.25,1,0.1,2,1125,325,0,0,3,1,1,3,0
0,1,1.0,1.0,1.0,4,30,114,3.0,0.75,2,0.25,3,1125,349,0,0,4,0,0,3,1
0,1,1.0,2.0,2.0,4,21,225,4.0,0.8,4,0.4,3,120,72,0,0,3,0,0,3,2
0,1,1.0,1.0,2.0,4,27,249,5.5,1.25,2,0.3,3,1124,14,0,0,3,1,1,4,2
0,1,1.0,1.0,1.0,4,15,175,2.5,1.0,2,0.15,21,1125,0,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,17,90,3.0,0.5,2,0.25,6,29,6,0,0,4,0,0,3,2
0,1,1.0,2.0,2.0,4,19,250,5.0,1.0,1,0.0,3,1125,0,0,0,4,0,0,4,2
1,0,1.0,1.0,1.0,4,22,84,0.0,0.2,1,0.1,1,1125,269,1,0,3,0,0,3,1
0,1,1.0,0.0,1.0,4,12,69,3.0,0.75,1,0.0,30,180,253,0,0,3,1,1,4,2
0,1,1.0,0.0,1.0,4,12,68,3.0,0.75,1,0.0,30,180,330,0,0,3,1,1,4,2
0,1,1.0,0.0,1.0,4,12,69,3.0,0.75,1,0.0,30,180,339,0,0,3,1,1,4,2
1,1,1.0,1.0,1.0,4,22,80,0.0,0.6,2,0.0,15,1125,28,1,0,4,0,0,3,2
1,0,1.0,2.0,2.0,4,21,114,1.5,0.88,2,0.35,7,1125,0,1,0,3,0,0,3,2
1,1,1.0,1.0,2.0,4,23,175,6.0,0.75,1,0.15,2,8,14,0,0,4,0,0,4,2
0,0,1.0,3.0,3.0,4,44,115,0.0,0.0,4,0.5,3,1125,44,1,0,3,0,0,2,2
0,1,1.0,0.0,1.0,4,12,69,3.0,0.75,1,0.0,30,180,223,0,0,3,1,1,4,2
1,1,1.0,1.0,1.0,4,22,110,2.0,0.75,2,0.5,2,60,71,0,0,3,0,0,3,2
1,0,1.0,1.0,1.0,4,20,89,1.5,0.35,2,0.0,5,1125,296,1,0,5,0,0,3,1
0,1,1.0,1.0,1.0,4,22,120,0.0,0.2,4,0.5,3,1124,99,1,0,5,0,0,4,1
0,1,1.0,1.0,1.0,4,22,60,2.0,0.15,1,0.1,1,1125,351,0,0,5,0,0,4,1
0,1,1.0,1.0,1.0,4,16,159,2.0,0.8,2,0.5,5,1125,6,0,0,3,0,0,4,2
0,0,2.0,1.0,1.0,4,37,48,0.0,0.12,2,0.16,1,22,24,1,0,3,0,0,2,1
0,0,1.0,0.0,1.0,4,18,160,1.0,0.75,2,0.35,1,1125,306,1,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,19,55,7.5,1.25,1,0.0,30,365,307,0,0,3,0,0,4,1
0,1,1.0,1.0,2.0,4,10,65,2.0,0.55,1,0.15,1,1125,329,1,0,4,0,0,3,1
0,1,1.0,1.0,2.0,4,9,63,2.0,0.55,1,0.15,1,1125,254,1,0,4,0,0,3,1
1,1,1.5,1.0,2.0,4,43,178,3.5,0.95,4,0.0,3,99,175,0,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,22,45,0.0,0.0,2,0.0,1,1125,324,1,0,3,0,0,2,1
1,1,4.0,1.0,1.0,4,16,99,3.0,0.25,1,0.0,1,28,0,0,0,5,0,0,3,1
0,1,1.0,2.0,2.0,4,26,350,4.0,1.1,3,0.5,5,1500,88,0,0,3,0,0,3,2
1,1,1.0,2.0,2.0,4,60,168,2.8,0.58,2,0.2,2,90,352,1,0,4,0,0,2,2
0,1,1.0,0.0,3.0,4,21,110,2.0,0.95,2,0.0,1,1125,208,0,0,3,0,0,4,2
