host_is_superhost,host_identity_verified,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,neighbourhood,room
0,0,2.0,1.0,2.0,4,18,65,0.0,0.2,1,0.1,2,1125,350,1,0,3,0,0,3,1
0,0,1.5,3.0,3.0,4,25,249,0.0,0.0,6,0.45,3,60,2,1,0,5,0,0,4,2
0,0,2.0,1.0,2.0,4,18,65,0.0,0.2,1,0.1,2,1125,342,1,0,3,0,0,3,1
0,0,1.0,1.0,0.0,4,21,85,2.0,0.2,1,0.0,1,30,5,1,0,5,0,0,3,1
0,0,2.0,1.0,2.0,4,18,65,0.0,0.2,1,0.1,2,1125,345,1,0,3,0,0,3,1
0,0,2.0,2.0,3.0,4,21,325,0.0,0.75,1,0.0,5,120,202,0,0,4,0,0,4,2
0,0,2.0,1.0,1.0,4,9,40,0.0,0.12,1,0.0,3,1125,360,1,0,5,0,0,3,0
0,0,1.0,0.0,1.0,4,25,150,0.0,0.5,2,0.2,1,1125,179,0,0,5,0,0,1,2
0,0,1.0,1.0,2.0,4,12,200,0.0,1.3,1,0.0,3,1125,151,1,0,3,0,0,4,2
0,0,2.0,1.0,1.0,4,26,68,0.0,0.2,2,0.4,3,1125,149,1,0,3,0,0,3,1
0,0,2.0,1.0,1.0,4,9,36,0.0,0.12,1,0.0,3,1125,360,1,0,5,0,0,3,0
1,1,1.0,1.0,1.0,4,23,130,0.0,0.49,1,0.0,3,1125,22,1,0,5,0,0,4,1
0,1,1.0,1.0,1.0,4,11,150,0.0,0.1,1,0.0,1,12,187,1,0,4,0,0,4,1
0,0,1.0,1.0,1.0,4,17,49,0.0,0.15,1,0.1,2,1125,67,1,0,5,0,0,3,1
0,0,1.0,2.0,2.0,4,16,180,0.0,0.65,4,0.12,2,20,0,0,0,3,0,0,3,2
0,0,2.0,1.0,1.0,4,9,35,0.0,0.12,1,0.0,3,1125,363,1,0,5,0,0,3,0
0,0,1.0,1.0,1.0,4,31,165,5.0,0.65,1,0.25,2,7,54,0,0,5,0,0,4,2
0,0,2.0,1.0,1.0,4,9,36,0.0,0.12,1,0.0,3,1125,365,1,0,5,0,0,3,0
0,0,1.0,1.0,1.0,4,22,150,0.0,1.0,1,0.0,4,1125,116,1,0,3,0,0,3,2
0,0,1.0,0.0,1.0,4,22,138,0.0,0.7,2,0.3,1,1125,349,1,0,5,0,0,4,1
0,0,1.0,0.0,1.0,4,25,74,5.0,0.5,2,0.8,3,7,63,0,0,5,0,0,2,1
0,0,1.0,1.0,1.0,4,35,125,3.0,0.5,1,0.2,2,29,137,1,0,5,0,0,4,1
0,0,1.0,1.0,1.0,4,19,63,0.0,0.35,1,0.0,3,75,74,1,0,3,0,0,3,1
1,1,1.0,1.0,1.0,4,15,45,0.0,0.0,1,0.0,2,6,0,0,0,5,0,0,3,1
0,1,1.0,0.0,1.0,4,16,200,3.5,1.0,1,0.0,3,1125,46,0,0,4,0,0,4,2
0,0,1.0,1.0,1.0,4,16,47,2.0,0.35,1,0.21,2,1125,122,1,0,3,0,0,3,1
0,0,1.0,1.0,1.0,4,22,75,3.0,0.5,1,0.2,1,30,133,1,0,5,0,0,4,1
0,1,1.0,1.0,1.0,4,31,120,5.0,0.8,1,0.75,2,84,165,0,0,3,0,0,4,1
0,0,1.0,0.0,1.0,4,22,119,0.0,0.1,1,0.5,2,1125,0,1,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,11,85,1.0,0.5,3,0.15,7,29,9,0,0,3,0,0,3,2
0,0,1.0,1.0,2.0,4,8,35,0.0,0.15,1,0.15,1,43,19,1,0,4,0,0,3,1
0,1,1.0,1.0,1.0,4,12,65,1.0,0.5,1,0.1,4,1125,7,0,0,5,0,0,3,1
1,1,1.0,1.0,3.0,4,30,50,1.0,0.25,1,0.3,1,31,349,1,0,3,0,0,2,1
0,1,1.0,3.0,2.0,4,21,140,0.0,0.75,4,0.4,2,8,0,1,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,27,50,0.0,0.0,1,0.5,30,30,335,1,0,3,0,0,2,0
0,0,1.5,1.0,1.0,4,22,325,9.99,1.25,3,0.25,2,1125,0,0,0,3,0,0,4,2
1,0,2.0,1.0,1.0,4,18,41,0.0,0.24,1,0.0,2,1125,250,0,0,4,0,0,3,1
1,0,1.0,1.0,2.0,4,40,75,2.5,0.4,2,0.55,3,30,143,1,0,3,0,0,3,1
0,0,1.0,0.0,1.0,4,15,149,0.0,0.3,1,0.05,2,30,11,1,0,3,0,0,3,2
1,0,2.0,1.0,1.0,4,17,62,0.0,0.25,1,0.0,2,1125,257,0,0,4,0,0,3,1
0,1,1.0,0.0,2.0,4,38,150,4.0,0.65,1,0.15,5,20,74,0,0,5,0,0,3,2
1,0,2.0,1.0,1.0,4,18,57,0.0,0.24,1,0.0,2,1125,269,0,0,4,0,0,3,1
0,0,1.0,0.0,1.0,4,25,95,1.0,0.55,2,0.1,3,7,80,0,0,4,0,0,3,1
1,0,1.0,0.0,2.0,4,17,100,0.0,0.5,2,0.25,2,6,1,0,0,4,0,0,3,2
0,1,1.0,2.0,3.0,4,9,199,1.5,0.9,4,0.25,2,1125,0,1,0,5,0,0,4,2
1,0,2.0,1.0,1.0,4,34,45,0.0,0.0,1,0.15,1,28,0,1,0,5,0,0,2,1
0,0,1.0,1.0,1.0,4,16,250,3.0,0.75,2,0.25,1,1125,309,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,14,60,0.0,0.2,1,0.0,2,1125,1,0,0,5,0,0,3,1
0,0,1.0,1.0,2.0,4,16,65,0.0,0.25,2,0.1,2,1125,335,0,0,3,0,0,3,1
0,0,1.0,1.0,1.0,4,13,65,0.0,0.25,2,0.1,2,1125,334,0,0,3,0,0,3,1
0,0,1.0,1.0,2.0,4,9,65,0.0,0.3,2,0.1,2,1125,348,0,0,3,0,0,3,1
0,1,1.0,1.0,2.0,4,16,135,2.5,0.0,1,0.15,1,1125,50,1,0,3,0,0,4,1
0,0,1.0,1.0,2.0,4,8,65,0.0,0.3,2,0.1,2,1125,344,0,0,3,0,0,3,1
0,0,1.0,1.0,1.0,4,13,54,0.0,0.4,1,0.0,1,14,0,1,0,4,0,0,3,1
0,0,1.0,1.0,1.0,4,16,200,0.0,0.0,1,0.0,2,1125,23,0,0,4,0,0,4,1
0,1,1.0,1.0,2.0,4,14,102,1.25,0.5,2,0.1,2,1125,318,0,0,4,0,0,4,2
1,0,1.0,0.0,1.0,4,13,90,2.0,0.3,1,0.0,3,1125,0,0,0,3,0,0,3,2
0,0,1.0,1.0,2.0,4,29,99,0.0,0.0,1,0.0,2,30,79,0,0,5,0,0,2,2
0,0,1.0,1.0,2.0,4,9,65,0.0,0.25,2,0.1,2,1125,327,0,0,3,0,0,3,1
1,0,1.0,1.0,1.0,4,14,46,1.0,0.12,1,0.1,1,120,88,1,0,5,0,0,2,1
0,0,1.0,1.0,2.0,4,9,60,0.0,0.3,2,0.1,2,1125,350,0,0,3,0,0,3,1
0,0,1.0,1.0,2.0,4,9,65,0.0,0.25,2,0.1,2,1125,345,0,0,3,0,0,3,1
0,0,1.0,0.0,1.0,4,5,100,2.0,0.75,2,0.0,2,18,141,0,0,5,0,0,2,2
1,0,2.0,4.0,5.0,4,33,505,1.0,0.99,4,0.39,1,1125,262,1,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,14,50,0.0,0.3,1,0.0,3,1125,352,1,0,3,0,0,4,1
1,0,1.0,1.0,2.0,4,31,70,0.0,0.2,1,0.0,2,1125,44,1,0,4,0,0,3,2
0,0,1.0,1.0,1.0,4,28,60,0.0,0.25,1,0.0,1,30,0,1,0,3,0,0,1,1
0,1,1.0,1.0,1.0,4,22,157,0.0,0.6,1,0.0,5,1125,1,0,0,4,0,0,4,2
0,0,1.0,1.0,1.0,4,26,100,5.0,0.4,1,0.2,3,60,87,0,0,5,0,0,3,0
0,1,1.0,0.0,2.0,4,21,135,0.0,0.75,2,0.2,1,30,343,1,0,4,0,0,4,2
0,0,1.0,1.0,1.0,4,23,140,0.0,1.0,1,0.0,4,12,89,0,0,3,0,0,4,2
1,0,1.0,1.0,2.0,4,31,245,2.0,0.95,1,0.25,1,1125,62,1,0,3,0,0,4,2
0,0,2.0,5.0,6.0,4,11,299,5.0,2.4,1,0.0,1,1125,236,1,0,3,0,0,4,2
1,1,1.0,1.0,1.0,4,12,100,2.0,0.55,2,0.45,2,1125,138,1,0,5,0,0,3,2
0,0,1.0,1.0,1.0,4,12,40,0.0,0.3,1,0.1,5,23,0,1,0,3,0,0,3,1
0,0,1.0,2.0,2.0,4,10,195,3.0,0.95,4,0.25,3,1125,196,1,0,3,0,0,4,2
0,0,1.0,1.0,2.0,4,13,70,0.0,0.05,1,0.0,3,30,60,0,0,3,0,0,3,1
0,1,1.0,1.0,2.0,4,23,200,0.0,0.6,1,0.0,2,1125,13,0,0,5,0,0,4,2
1,0,1.0,0.0,2.0,4,26,69,0.0,0.8,1,0.0,2,1125,33,1,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,12,44,1.0,0.25,1,0.4,4,14,13,0,0,3,0,0,3,1
0,0,1.0,0.0,2.0,4,23,96,0.0,0.3,2,0.2,1,28,142,1,0,3,0,0,4,1
0,0,1.0,1.0,1.0,4,13,225,1.0,0.5,1,1.0,2,1125,54,0,0,3,0,0,4,2
1,0,1.5,2.0,5.0,4,21,250,0.0,1.0,6,0.25,2,180,47,0,0,5,0,0,3,2
1,0,1.0,0.0,1.0,4,19,120,0.0,1.5,1,0.0,30,360,356,0,0,5,0,0,4,2
0,0,2.0,2.0,2.0,4,21,350,5.0,2.0,1,0.0,7,30,22,1,0,3,0,0,4,2
1,0,1.0,2.0,3.0,4,17,120,1.0,0.75,2,0.15,2,1125,152,1,0,4,0,0,3,2
0,0,1.5,1.0,1.0,4,33,40,0.0,0.15,1,0.0,1,29,62,1,0,3,0,0,3,1
0,1,1.0,1.0,2.0,4,11,90,2.0,0.65,1,0.25,4,1125,365,0,0,5,0,0,4,1
0,0,1.0,1.0,1.0,4,29,55,0.0,0.05,1,0.0,3,30,54,0,0,3,0,0,3,1
1,0,1.0,1.0,2.0,4,20,260,0.0,1.0,1,0.0,2,1125,81,1,0,3,0,0,4,2
0,0,1.0,1.0,2.0,4,5,65,0.0,0.25,2,0.1,2,1125,357,0,0,5,0,0,3,1
1,0,1.0,0.0,1.0,4,26,63,1.5,0.5,1,0.1,2,30,0,0,0,4,0,0,3,2
0,0,2.0,2.0,2.0,4,24,299,8.0,1.5,2,0.3,30,1125,365,0,0,4,0,0,4,2
0,0,1.0,0.0,1.0,4,12,101,2.0,1.75,1,0.0,30,1125,162,1,0,3,0,0,4,2
0,0,1.0,2.0,3.0,4,24,225,0.0,0.75,1,0.0,5,365,76,0,0,4,0,0,4,2
1,1,1.0,1.0,2.0,4,41,110,2.0,1.0,2,0.1,1,1125,331,1,0,3,0,0,3,2
0,1,1.0,0.0,1.0,4,12,95,0.0,0.5,1,0.2,1,30,317,1,0,5,0,0,4,2
0,0,1.0,0.0,2.0,4,46,129,0.0,1.25,2,0.1,2,1125,28,1,0,3,0,0,4,2
1,1,1.0,1.0,1.0,4,14,99,2.0,0.7,1,0.0,2,28,194,1,0,3,0,0,3,2
0,1,1.0,2.0,1.0,4,15,70,1.3,0.5,1,0.6,10,60,145,0,0,5,1,0,2,1
0,1,1.0,1.0,1.0,4,33,125,0.0,0.35,2,0.3,2,4,19,1,0,4,0,0,3,2
1,1,1.0,1.0,2.0,4,32,65,0.0,0.5,1,0.0,4,1125,33,0,0,3,0,0,2,2
0,0,1.0,1.0,2.0,4,5,55,0.0,0.3,1,0.07,2,1125,350,0,0,5,0,0,3,1
1,0,1.0,1.0,1.0,4,25,111,0.0,0.4,1,0.0,2,5,26,0,0,3,0,0,4,1
0,0,1.0,1.0,1.0,4,20,150,2.5,1.0,1,0.0,3,90,0,0,0,3,0,0,3,2
0,1,1.0,1.0,2.0,4,18,200,0.0,0.85,2,0.15,2,1125,0,1,0,3,0,0,4,2
0,0,1.0,1.0,3.0,4,25,80,0.0,0.5,1,0.5,2,20,322,1,0,3,0,0,2,1
1,0,1.0,1.0,2.0,4,15,59,1.0,0.12,1,0.1,1,120,87,1,0,5,0,0,2,1
1,0,1.0,0.0,1.0,4,17,139,0.0,0.45,1,0.0,1,20,34,0,0,4,0,0,4,2
1,0,1.0,0.0,1.0,4,29,98,3.5,0.85,1,0.2,2,1125,29,1,0,3,0,0,4,2
1,0,1.0,1.0,1.0,4,15,53,1.0,0.12,1,0.1,1,120,84,1,0,5,0,0,2,1
0,0,1.0,1.0,2.0,4,23,68,0.0,0.18,1,0.2,1,15,364,1,0,5,0,0,2,1
0,0,1.0,1.0,1.0,4,24,50,1.0,0.18,1,0.2,1,15,357,1,0,5,0,0,2,1
0,0,1.5,1.0,1.0,4,34,65,0.0,0.15,2,0.0,1,29,63,1,0,3,0,0,3,1
0,0,1.0,1.0,2.0,4,8,65,0.0,0.3,2,0.1,2,1125,348,0,0,5,0,0,3,1
0,0,1.0,1.0,1.0,4,24,57,1.0,0.2,1,0.2,1,20,354,1,0,5,0,0,2,1
0,0,1.0,1.0,1.0,4,24,70,3.0,0.0,1,0.0,30,70,0,0,0,3,0,0,3,1
0,0,1.0,4.0,4.0,4,20,375,0.0,1.25,6,0.25,3,1125,318,1,0,3,0,0,4,2
0,0,1.0,1.0,2.0,4,19,100,0.0,1.0,4,0.5,10,90,184,0,0,3,0,0,3,2
0,0,1.0,1.0,2.0,4,23,225,1.0,0.0,1,0.0,4,30,328,0,0,3,0,1,4,2
0,0,1.0,1.0,2.0,4,42,250,50.0,2.0,3,1.0,3,1125,178,0,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,24,110,1.5,0.75,1,0.0,2,30,120,1,0,5,0,0,3,2
1,0,1.0,1.0,1.0,4,15,70,1.0,0.12,1,0.1,1,120,90,1,0,5,0,0,2,1
0,0,1.0,1.0,1.0,4,17,150,2.0,1.0,1,0.5,3,14,4,1,0,5,0,0,4,2
0,0,2.0,2.0,4.0,4,22,247,3.5,1.2,4,0.25,3,1125,220,1,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,27,250,1.0,0.75,2,1.0,5,30,92,1,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,44,85,0.0,1.0,1,0.0,3,365,32,0,0,3,0,0,2,2
0,0,1.0,1.0,1.0,4,12,75,0.0,0.4,1,0.0,5,30,90,1,0,3,1,1,3,2
0,0,1.0,1.0,1.0,4,28,120,1.5,0.75,2,0.15,1,90,338,0,0,3,0,0,3,2
1,1,2.0,2.0,2.0,4,35,133,0.0,0.0,1,0.0,30,200,270,0,0,5,0,0,2,2
1,1,1.0,0.0,1.0,4,52,160,10.0,0.8,2,0.0,3,1125,79,1,0,3,1,1,3,2
0,0,1.0,0.0,1.0,4,15,49,0.0,0.3,1,0.15,1,1125,362,1,0,3,0,0,2,1
1,0,1.0,1.0,1.0,4,15,40,0.0,0.25,1,0.0,3,7,7,1,0,5,0,0,2,1
0,0,1.0,2.0,3.0,4,41,100,0.0,0.0,1,0.0,1,1125,351,0,0,4,0,0,2,1
0,0,1.0,1.0,1.0,4,21,100,0.0,0.4,1,0.0,1,4,12,1,0,3,0,0,4,1
0,0,1.0,1.0,1.0,4,23,95,1.0,1.0,1,1.0,2,1125,347,0,0,5,0,0,4,0
0,0,1.0,0.0,1.0,4,13,118,2.0,2.0,1,0.0,30,1125,96,1,0,3,0,0,4,2
1,0,1.0,0.0,2.0,4,19,80,0.0,0.6,1,0.0,3,28,263,1,0,4,0,0,2,2
0,0,1.0,0.0,1.0,4,18,185,0.0,0.5,1,0.0,2,30,7,1,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,30,50,0.0,1.0,1,0.0,1,10,334,0,0,4,0,0,3,1
1,1,1.0,1.0,1.0,4,33,60,0.0,0.0,2,0.2,1,30,113,1,0,4,0,0,4,1
0,0,1.0,1.0,2.0,4,37,150,0.0,1.0,1,0.0,10,60,38,0,0,3,0,0,2,2
0,0,1.0,0.0,1.0,4,16,120,0.0,1.0,1,0.0,7,1125,5,1,0,5,0,0,3,2
0,0,1.0,1.0,1.0,4,13,199,2.0,0.99,2,0.4,1,1125,79,0,0,3,0,0,4,2
0,0,2.0,3.0,1.0,4,42,60,0.0,0.15,1,0.05,2,1125,109,1,0,3,0,0,2,1
0,0,1.0,2.0,1.0,4,10,125,0.0,0.4,1,0.0,3,1125,0,0,0,5,0,0,3,2
0,0,1.0,1.0,2.0,4,16,130,5.0,0.35,1,0.45,3,1125,219,0,0,5,0,0,4,2
0,1,1.0,1.0,1.0,4,15,250,0.0,0.4,1,0.0,3,1125,173,0,0,5,0,0,3,2
0,0,1.0,2.0,1.0,4,24,100,0.0,0.25,2,0.25,1,30,162,1,0,4,0,0,2,2
0,1,1.0,1.0,1.0,4,9,155,4.0,0.75,1,0.0,5,1125,12,1,0,5,0,0,4,2
0,1,1.0,2.0,1.0,4,10,130,2.5,0.4,1,0.5,3,50,7,0,0,5,0,0,3,2
0,0,2.0,2.0,3.0,4,33,350,7.5,1.25,2,0.5,2,1125,40,0,0,5,0,0,3,2
0,0,1.0,3.0,4.0,4,14,352,3.5,1.35,5,0.25,30,365,58,1,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,51,500,2.5,1.05,3,1.0,1,10,82,1,0,3,0,0,4,2
0,1,1.0,1.0,2.0,4,22,250,10.0,1.0,1,0.0,30,1125,354,1,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,9,60,0.0,0.0,1,0.0,1,1125,25,1,0,3,0,0,3,1
0,0,2.0,2.0,2.0,4,17,425,3.0,1.75,1,0.0,3,1125,17,0,0,5,0,0,4,2
0,0,2.0,1.0,1.0,4,9,50,0.0,0.0,1,0.1,1,14,0,1,0,4,0,0,2,1
0,0,1.0,0.0,1.0,4,18,65,1.0,0.5,2,0.3,1,5,143,0,0,5,0,0,3,1
0,0,1.0,1.0,2.0,4,17,52,0.0,0.25,2,0.25,2,24,30,1,0,3,0,0,3,1
0,0,1.0,0.0,1.0,4,18,40,0.0,0.15,1,0.25,2,10,340,0,0,5,0,0,2,1
1,0,1.0,1.0,1.0,4,20,100,0.0,0.25,1,0.0,2,5,45,0,0,4,0,0,3,1
0,0,1.0,1.0,1.0,4,27,57,2.0,0.1,1,0.15,8,19,0,1,0,3,0,0,4,1
0,1,1.0,1.0,1.0,4,16,74,0.0,0.2,1,0.2,3,1125,348,0,0,3,0,0,4,1
0,0,1.0,1.0,2.0,4,12,54,0.0,0.25,2,0.25,2,29,64,1,0,3,0,0,3,1
0,1,1.0,1.0,0.0,4,15,110,5.0,0.75,1,0.15,2,21,180,1,0,3,0,0,4,1
0,0,1.0,1.0,2.0,4,13,61,0.0,0.25,2,0.25,2,24,57,1,0,3,0,0,3,1
0,0,1.0,1.0,2.0,4,13,110,0.0,0.6,1,0.2,2,90,3,1,0,3,0,0,4,2
0,0,1.0,3.0,4.0,4,10,195,3.0,0.95,4,0.25,3,1125,154,1,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,26,190,2.5,0.5,1,0.0,3,1125,32,0,0,4,0,0,4,2
0,0,1.0,4.0,4.0,4,16,349,0.0,1.25,6,0.25,3,1125,44,1,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,12,86,0.0,0.35,1,0.25,2,1125,90,0,0,5,0,0,3,1
0,1,1.0,1.0,1.0,4,15,82,0.0,0.15,1,0.1,1,1125,76,0,0,4,0,0,3,1
1,1,1.0,1.0,2.0,4,16,45,0.0,0.06,1,0.07,3,14,7,1,0,4,0,0,3,1
0,0,1.0,2.0,3.0,4,23,135,5.0,1.5,1,0.0,30,1125,146,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,11,101,0.0,0.4,1,0.0,3,14,135,1,0,5,0,0,4,1
0,0,1.5,1.0,1.0,4,28,80,0.0,0.25,1,0.35,2,60,172,1,0,3,0,0,3,1
0,0,1.0,2.0,5.0,4,13,220,0.0,1.2,6,0.25,2,1125,61,1,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,4,40,1.0,0.15,1,0.0,7,26,0,1,0,5,0,0,3,1
0,0,1.0,1.0,1.0,4,16,90,0.0,0.3,1,0.3,1,1125,179,0,0,3,0,0,3,1
0,0,2.0,1.0,2.0,4,17,60,0.0,0.1,1,0.0,3,1125,18,1,0,5,0,0,3,1
0,0,1.0,1.0,2.0,4,36,155,0.0,1.0,2,0.25,3,300,334,1,0,3,0,0,4,2
1,0,1.0,2.0,5.0,4,21,273,0.0,0.9,5,0.2,2,90,64,1,0,3,0,0,3,2
0,0,6.5,1.0,2.0,4,22,38,5.0,0.3,1,0.43,30,1125,322,0,0,3,0,0,3,0
0,0,1.0,1.0,1.0,4,16,125,0.0,0.5,1,0.0,2,29,327,1,0,5,0,0,4,1
0,0,3.5,3.0,4.0,4,41,750,12.5,2.0,4,1.0,1,1125,364,0,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,18,175,1.5,0.75,1,0.0,1,4,0,1,0,5,0,0,4,2
0,0,2.0,1.0,1.0,4,19,95,0.0,0.4,1,0.15,30,1125,314,0,0,3,0,0,3,1
0,0,1.0,2.0,3.0,4,23,140,2.0,0.6,5,0.3,2,29,88,1,0,3,0,0,2,2
0,0,2.0,1.0,1.0,4,19,96,0.0,0.3,1,0.15,30,1125,314,0,0,3,0,0,3,1
0,0,1.0,1.0,4.0,4,24,150,1.0,1.0,6,0.15,1,1125,158,1,0,5,0,0,2,2
0,0,2.0,2.0,5.0,4,35,450,5.0,1.5,4,0.4,10,1125,93,0,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,22,150,0.0,0.0,1,0.0,5,1125,14,1,0,5,0,0,4,2
0,0,1.5,1.0,1.0,4,24,80,0.0,0.25,1,0.35,2,60,123,0,0,3,0,0,3,1
0,0,1.0,0.0,1.0,4,11,104,1.0,1.0,2,0.2,1,1125,29,1,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,10,100,0.0,0.2,2,0.5,2,1125,2,1,0,5,0,0,3,2
0,1,1.0,2.0,2.0,4,16,139,3.0,1.25,1,0.25,6,1125,354,0,0,3,0,0,2,2
0,0,1.0,0.0,1.0,4,29,250,2.5,1.0,1,0.0,1,1125,59,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,33,125,0.0,1.0,1,0.0,3,1125,0,0,0,5,0,0,2,2
0,1,1.0,1.0,1.0,4,16,285,0.0,0.9,1,0.0,3,1125,5,0,0,3,0,0,4,2
1,0,2.0,1.0,2.0,4,25,81,0.0,0.25,1,0.08,2,1125,351,1,0,3,0,0,3,1
0,1,1.0,1.0,2.0,4,18,65,1.0,0.1,2,0.15,1,1125,92,0,0,3,0,0,3,1
0,1,1.0,1.0,3.0,4,13,99,0.0,0.0,1,0.0,3,1125,8,0,0,4,0,0,2,2
0,0,1.0,1.0,1.0,4,11,145,0.0,0.7,1,0.0,3,60,95,0,0,5,0,0,3,2
0,0,1.0,2.0,3.0,4,20,100,1.0,0.3,3,0.0,3,90,84,1,0,4,0,0,3,2
0,0,2.0,2.0,3.0,4,25,250,5.0,2.0,1,0.0,30,1125,305,0,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,14,55,0.0,0.1,1,0.05,2,6,10,1,0,4,0,0,4,1
0,0,1.0,3.0,3.0,4,13,250,2.0,1.0,4,0.5,4,1125,360,1,0,3,0,0,4,2
0,0,1.0,2.0,2.0,4,23,350,0.0,0.3,4,0.5,1,1125,6,1,0,5,0,0,3,2
0,0,2.0,2.0,2.0,4,19,290,5.0,1.2,1,0.0,7,365,204,1,0,3,0,0,4,2
0,0,2.0,1.0,1.0,4,5,87,0.0,0.05,1,0.0,1,1125,0,1,0,3,0,0,4,1
0,1,1.0,1.0,1.0,4,24,200,10.0,1.0,1,0.0,3,7,193,0,0,5,0,0,4,2
0,1,1.0,2.0,3.0,4,23,185,4.0,0.8,2,0.2,4,1125,74,0,0,3,1,1,3,2
1,0,1.5,3.0,2.0,4,23,125,0.0,1.25,6,0.35,2,13,21,0,0,5,0,0,1,2
0,0,1.0,3.0,3.0,4,18,300,5.0,0.5,1,0.0,3,10,58,0,0,4,0,0,4,2
0,1,1.0,1.0,1.0,4,29,62,1.0,0.25,1,0.1,1,14,323,1,0,4,0,0,4,1
1,0,1.0,1.0,2.0,4,42,189,15.0,1.0,2,0.5,2,360,45,1,0,3,0,0,3,2
0,0,1.0,1.0,2.0,4,31,149,0.0,0.05,2,0.11,1,1125,149,1,0,4,0,0,3,2
0,0,1.0,2.0,3.0,4,76,289,0.0,0.0,3,0.0,1,1125,60,0,0,3,0,0,4,2
0,0,1.0,2.0,3.0,4,31,85,3.0,0.6,4,0.25,2,14,308,1,0,3,0,0,1,2
0,1,1.0,2.0,2.0,4,53,550,5.0,1.8,1,0.0,5,15,23,1,0,3,0,0,4,2
1,0,1.0,0.0,1.0,4,21,170,0.0,1.0,2,0.5,1,1125,1,1,0,4,0,0,4,2
0,1,2.0,2.0,3.0,4,22,350,10.0,1.0,1,0.0,30,1125,315,1,0,3,0,0,4,2
0,0,2.0,1.0,1.0,4,5,72,0.0,0.05,1,0.0,2,1125,2,1,0,3,0,0,4,1
0,0,2.0,2.0,2.0,4,23,1450,20.0,2.0,1,0.0,5,1125,174,1,0,3,0,0,4,2
0,0,1.0,1.0,3.0,4,33,94,2.0,0.25,3,0.2,1,1125,82,1,0,4,0,0,2,2
0,0,1.0,1.0,2.0,4,25,140,2.5,0.6,1,0.0,2,45,149,0,0,4,0,0,4,2
0,1,1.0,1.0,1.0,4,23,239,2.5,1.2,1,0.45,3,1123,71,0,0,4,0,0,4,1
1,0,2.0,5.0,11.0,4,34,5000,10.0,1.8,1,0.0,1,1125,322,0,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,28,190,0.0,2.0,1,0.0,30,1125,352,1,0,5,0,0,4,2
1,1,1.0,1.0,1.0,4,23,100,2.0,0.75,1,0.15,1,60,32,1,0,5,0,0,3,1
0,0,1.0,2.0,2.0,4,26,179,1.0,0.6,4,1.0,3,1125,140,0,0,4,0,0,3,2
0,1,1.0,1.0,1.0,4,21,200,0.0,0.5,2,0.5,4,60,0,0,0,5,0,0,3,2
0,0,1.0,0.0,1.0,4,23,199,0.0,0.75,1,0.0,3,1125,326,0,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,27,95,1.0,0.25,1,0.5,5,60,57,1,0,5,0,0,1,1
0,1,1.0,1.0,1.0,4,11,200,5.0,0.15,2,0.6,1,5,126,1,0,5,0,0,4,1
1,0,1.0,2.0,2.0,4,39,145,0.0,1.0,6,0.25,2,28,158,0,0,4,0,0,3,2
1,1,1.0,1.0,1.0,4,26,51,0.0,0.08,1,0.12,2,6,70,1,0,4,0,0,3,1
0,0,1.0,1.0,2.0,4,23,129,4.0,1.5,1,0.0,30,1125,281,1,0,3,0,0,4,2
0,0,1.5,1.0,1.0,4,11,99,0.0,0.2,1,0.0,1,7,364,0,0,3,0,0,4,1
1,1,1.0,2.0,2.0,4,17,150,1.0,0.5,1,0.0,3,1125,1,0,0,3,0,0,2,2
0,1,1.0,1.0,1.0,4,21,80,0.0,0.75,1,0.0,7,21,52,0,0,4,0,0,3,2
0,0,1.0,1.0,1.0,4,28,200,5.0,0.99,2,0.2,1,1125,0,0,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,12,180,1.4,0.7,2,0.3,5,15,14,1,0,4,0,0,2,2
0,1,1.0,1.0,1.0,4,17,85,0.0,0.25,1,0.15,1,1125,172,1,0,4,0,0,3,1
